,Unnamed: 0,product_name,review_title,review_body,review_author,review_rating,review_date,review_helpful_votes
528,534,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34","Perfect, simple laptop with great features!",I needed an upgrade since my old Asus from 2009 was losing its groove.,Krismichelle ,5.0 out of 5 stars,"Reviewed in the United States on April 26, 2021",One person found this helpful
529,535,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",My new laptop,This is by far the best laptop I have ever had. I can do so much with it,Kevin Roe,5.0 out of 5 stars,"Reviewed in the United States on May 13, 2021",
530,536,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",sound is not loud enough,I have tried to adjust sound but you cannot hear if you are not right in front of it. even then the sound is very low. I have to use subtitles.,Susan Shonk,2.0 out of 5 stars,"Reviewed in the United States on May 27, 2021",
531,537,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Love it,My kid..likes it,Jurrycurls,4.0 out of 5 stars,"Reviewed in the United States on October 3, 2021",
532,538,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",excellent laptop,everything excellent .,antoine matta,5.0 out of 5 stars,"Reviewed in the United States on August 12, 2020",One person found this helpful
533,539,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Fast home laptop,"Very fast start laptop, screen not great but good.",Erick,5.0 out of 5 stars,"Reviewed in the United States on August 1, 2021",
534,540,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34","Not too much, not too little, but just right","As many before me have said, this is a terrific computer.  I returned two computers with a faster processor and more RAM.  They simply ran too hot and had fans come on quickly.  This Asus has a very good processor and sufficient RAM, but it runs quietly with a solid battery life.  It boots in less than 5 seconds for me, and it's speed isn't affected much by my VPN service and other processor chokers.",Mary Noonan,5.0 out of 5 stars,"Reviewed in the United States on August 16, 2020",2 people found this helpful
535,541,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Worst buy ever,The worst brand new laptop computer I have ever purchased. Screen quality is so so. Can’t run simple games without lagging out.. audio isn’t even relevant. Can’t hear it at all on 100% volume. Audio jack stopped working on the 5th day. Mouse touchpad stopped working after a week. Just bad bad bad. Spend a hundred more on something worth while. Never again,K Patrick,1.0 out of 5 stars,"Reviewed in the United States on June 16, 2020",138 people found this helpful
536,542,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Just 1 1/2 month and the webcam is not working correctly!!,"This is my second asus laptop bought on amazon; the first one has 7 years and its working just fine! This one, in a little bit more than a month and the webcam stops working correctly. Amazon’s Customer service wasnt helpful and refer me to conctact Asus directly. I am so disapointed because I always prefer Amazon over ebay because I think its safer but this wasnt the case.",Eduardo Gaspar César Toledo,1.0 out of 5 stars,"Reviewed in the United States on September 8, 2020",
537,543,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",asus,muy buena maquina,Mario,5.0 out of 5 stars,"Reviewed in the United States on August 20, 2020",
538,544,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Thanks for budget laptop,Best budget laptop,Vagif Gulmammadli,5.0 out of 5 stars,"Reviewed in the United States on August 28, 2020",
539,545,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Volume,"I really like this laptop. It’s great value for the price. My only complaint is that the volume sucks. At 100% volume, I really have some difficulty hearing videos and zoom meetings.",Melissa,4.0 out of 5 stars,"Reviewed in the United States on June 20, 2021",
540,546,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Broken parts immediately,"I'm on my third time using the computer and the 'e' key already fell off, a piece of the clip broke. I've never had this happen with a laptop before. I assume this is a sign of build quality. Trying to find a replacement key for the exact model is proving difficult. Very disappointed.",Peter W,1.0 out of 5 stars,"Reviewed in the United States on November 9, 2020",One person found this helpful
541,547,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",AAA+++,Very well,Gurgen Hovhannisyan,5.0 out of 5 stars,"Reviewed in the United States on September 26, 2020",
542,548,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Buy from Office Depot or Best Buy,"A decent laptop, but see others with better specs offered from big box stores for the same price or less.",Ryan,3.0 out of 5 stars,"Reviewed in the United States on June 24, 2021",One person found this helpful
543,549,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Perfect,Awesome,Golf1313,5.0 out of 5 stars,"Reviewed in the United States on April 4, 2022",
544,550,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Not worth the money,Not worth the cost. We struggled with it from the beginning. Our pain points:,Jeffrey S Anglin,1.0 out of 5 stars,"Reviewed in the United States on October 12, 2020",
545,551,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Poor sound quality. And other issues,The sound quality is very low.  Other than that I like everything about it.  Now after 2 months of having the computer. The mouse icon on the screen has disappeared. . I powered the computer off. By holding down the power button for sixty seconds. as per the tech person at Asus support. Now the computer will not turn back on.  The longer I have this computer. The more things s I’m finding. I don’t like about it.,Richard A Shields Jr,4.0 out of 5 stars,"Reviewed in the United States on August 13, 2020",
546,552,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Where's the ethernet plug,"Seriously, I did not realize it had no ethernet plug until 2 days after the return window passed. Figures",Stacy V,2.0 out of 5 stars,"Reviewed in the United States on July 21, 2020",
547,553,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Love it,Love it. Fast,Kevin Rose,5.0 out of 5 stars,"Reviewed in the United States on April 7, 2022",
548,554,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Laptop Asus muy buena en rendimiento y calidad,"Excelente producto y muy bonito color me gustó mucho en especial el teclado Retroiluminado, el portátil rinde perfectamente por los 8Gb de ram y su SSD M.2 recomendado",Ángel Agustín Cagua Álvarez,5.0 out of 5 stars,"Reviewed in the United States on May 8, 2021",
549,555,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Beware if you have to Refund!!,"The screen clearly had a transparent square burnt into it that would come and go. You could not click on anything under that square when it was visible. I returned it, BUT I WAS NOT REFUNDED MY FULL AMOUNT!",Jack and Theresa,1.0 out of 5 stars,"Reviewed in the United States on January 22, 2022",
550,556,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Laptop,"Por su precio fue la mejor opción que encontré, su pantalla es full HD, su diseño es excelente, no viene con adaptador para conectarle un SSD, hay que comprarlo aparte, recomiendo comprar de la marca NIMITS, y adaptarle el SSD, ya que los 128GB del NVMe se acaba rápido",Eduardo,5.0 out of 5 stars,"Reviewed in the United States on September 9, 2021",
551,557,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Very Nice Budget Laptop,"Good budget laptop. For a price like this, you can do schoolwork and play casual games. But beware when playing games on this as it can get hot quickly.",Jason Reyes,5.0 out of 5 stars,"Reviewed in the United States on August 7, 2020",
552,558,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",extremely poor customer service,"does not come with an ethernet link.  hours on the phone trying to figure out if an adapter would give me a landline, as i detest wifi.  no one there with any real knowledge.  bought usb ethernet adaptor, only to find that didn't work either, on the asus or another computer.  i haven't returned it yet, though 48 hours later it has been nothing but a waste of time so far.  after a few days of calling and emailing, i was advised by one online tech that the product cannot be used with a landline, while another emailing me provided me with a link to a $160+ adaptor that would supposedly allow landline access.",glen r broemer,2.0 out of 5 stars,"Reviewed in the United States on June 29, 2020",2 people found this helpful
553,559,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Perfect for students and light gaming,Perfect for students and light gaming. Exactly what I was looking for.,Facundo,5.0 out of 5 stars,"Reviewed in the United States on April 5, 2021",
554,560,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Great but not a touch screen,I am in real estate and use this laptop every day. I am not as tech savvy as most my people my age. It is easy to use and not as he,christina,5.0 out of 5 stars,"Reviewed in the United States on February 11, 2022",
555,561,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Nice Lap Top!,"Delivered as promised, good price, this is my second Asus that I had bought.",robirah,5.0 out of 5 stars,"Reviewed in the United States on March 24, 2021",
556,562,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Worth the money,Not a gaming pc. Good value for money works as expected,Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on May 1, 2021",
557,563,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Mossing stuff and not working,Nice looking screen I have had it for a week maybe and I am upset for the 5th time I my cursor goes missing it freezes and I cant open up more than 2 apps I'm pissed and I've tried contacting the customer service and it did not come with a booklet,Bianca Williams,1.0 out of 5 stars,"Reviewed in the United States on July 25, 2020",
558,564,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Don't use this third part company,"This item is garbage, my son is a student and the computer won't allow him to go onziom because it has a micro dot and added to it .ad my companies IT look at the computer. They said it is impossible to take it off and go on regular zoom. My son has already missed two zoom, college classes. He used his loan money to get a computer. The reply I got from the company is that it is my problem not there .They are so rude.",Customer ,1.0 out of 5 stars,"Reviewed in the United States on October 22, 2020",
559,565,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Great computer!,"My tech buddy selected this computer for me and I love it.  Very quick and looks neat, sleek and slim and was very well priced.  I'm pleased.",LadyFitz,5.0 out of 5 stars,"Reviewed in the United States on August 14, 2020",
560,566,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Charger shorted out 3rd day....,"The charger shorted out/stopped working the 3rd day after we recieved the computer.  The first replacement I bought on Amazon didn't fit, despite an assurance it would.  ASUS should spend an extra dollar or two on their charge cords if this is not an isolated incident.",Paula's Prime,3.0 out of 5 stars,"Reviewed in the United States on July 9, 2020",
